277;COMPUTER AIDED VERIFICATION;CAV;A+
278;COMPUTER ANIMATION, INFORMATION VISUALISATION, AND DIGITAL EFFECTS;CAIVDE;Work in Progress
279;IEEE CONFERENCE ON BUSINESS INFORMATICS;CBI;Work in Progress
280;CONTENT-BASED MULTIMEDIA INDEXING;CBMI;Work in Progress
281;COMPUTER-BASED MEDICAL SYSTEMS;CBMS;B
282;CHINESE CONFERENCE ON BIOMETRIC RECOGNITION;CBR;Work in Progress
283;COMPONENT-BASED SOFTWARE ENGINEERING;CBSE;Work in Progress
284;INTERNATIONAL CONFERENCE ON COMPILER CONSTRUCTION;CC;B
285;IEEE INTERNATIONAL CONFERENCE ON CONTROL APPLICATIONS;CCA;B-
286;IEEE CONFERENCE ON COMPUTATIONAL COMPLEXITY;CCC;A
287;CANADIAN CONFERENCE ON COMPUTATIONAL GEOMETRY;CCCG;Work in Progress
288;CHINESE CONTROL AND DECISION CONFERENCE;CCDC;Work in Progress
289;CANADIAN CONFERENCE ON ELECTRICAL AND COMPUTER ENGINEERING;CCECE;Work in Progress
290;IEEE INTERNATIONAL CONFERENCE ON CLOUD COMPUTING IN EMERGING MARKETS;CCEM;Work in Progress
291;CLUSTER COMPUTING AND THE GRID;CCGRID;A
292;IEEE CONSUMER COMMUNICATIONS AND NETWORKING CONFERENCE;CCNC;B
293;ACM CONFERENCE ON COMPUTER AND COMMUNICATIONS SECURITY;CCS;A++
294;CONFERENCE ON COMPUTATIONAL STRUCTURES TECHNOLOGY;CCST;Work in Progress
295;CLOUD COMPUTING SECURITY WORKSHOP;CCSW;Work in Progress
296;IEEE COMPUTER COMMUNICATIONS WORKSHOP;CCW;Not Rated (discontinued event)
297;IEEE ANNUAL COMPUTING AND COMMUNICATION WORKSHOP AND CONFERENCE;CCWC;Work in Progress
298;IFIP/ACM WORKING CONFERENCE ON COMPONENT DEPLOYMENT;CD;Not Rated (discontinued event)
299;INTERNATIONAL CROSS-DOMAIN CONFERENCE FOR MACHINE LEARNING AND KNOWLEDGE EXTRACTION;CD-MAKE;Work in Progress
300;CONFERENCE ON DECISION AND CONTROL;CDC;A-
301;COOPERATIVE DISTRIBUTED SYSTEMS;CDS;Work in Progress
302;COOPERATIVE DESIGN, VISUALIZATION AND ENGINEERING;CDVE;Work in Progress
303;INTERNATIONAL CONFERENCE ON COMPUTER ENGINEERING AND APPLICATIONS;CEA;Work in Progress
304;CONFERENCE ON EMAIL AND ANTI-SPAM;CEAS;Not Rated (discontinued event)
305;IEEE CONGRESS ON EVOLUTIONARY COMPUTATION;CEC;A-
306;INTERNATIONAL CONFERENCE ON COMPUTER AND ELECTRICAL ENGINEERING;CEE;Work in Progress
307;IEEE CONFERENCE ON ELECTROMAGNETIC FIELD COMPUTATION;CEFC;Work in Progress
308;CONFERENCE ON ELECTRICAL INSULATION AND DIELECTRIC PHENOMENA;CEIDP;Work in Progress
309;INFORMATION SECURITY SYMPOSIUM;CERIAS;Work in Progress
310;INTERNATIONAL CONFERENCE ON COMPUTER ENGINEERING AND TECHNOLOGY;CET;Work in Progress
311;ACM INTERNATIONAL CONFERENCE ON COMPUTING FRONTIERS;CF;B-
312;CONFERENCE ON THE FUTURE OF THE INTERNET;CFI;Work in Progress
313;COMPUTERS, FREEDOM AND PRIVACY;CFP;Work in Progress
314;COMPUTER GAMES;CGAMES;Work in Progress
315;COMPUTER GRAPHICS INTERNATIONAL;CGI;B-
316;INTERNATIONAL CONFERENCE ON COMPUTER GRAPHICS, IMAGING AND VISUALISATION;CGIV;Work in Progress
317;IEEE/ACM INTERNATIONAL SYMPOSIUM ON CODE GENERATION AND OPTIMIZATION;CGO;A
318;COOPERATIVE AND HUMAN ASPECTS OF SOFTWARE ENGINEERING;CHASE;Work in Progress
319;WORKSHOP ON CRYPTOGRAPHIC HARDWARE AND EMBEDDED SYSTEMS;CHES;A+
320;ANNUAL SYMPOSIUM ON COMPUTER-HUMAN INTERACTION IN PLAY;CHI PLAY;Work in Progress
321;CONFERENCE ON HUMAN FACTORS IN COMPUTING SYSTEMS;CHI;A++
322;CONFERENCE ON HUMAN INFORMATION INTERACTION AND RETRIEVAL;CHIIR;Work in Progress
323;INTERNATIONAL ICST CONFERENCE ON COMMUNICATIONS AND NETWORKING IN CHINA;CHINACOM;Work in Progress
324;NEW ZEALAND CHAPTER'S INTERNATIONAL CONFERENCE ON COMPUTER-HUMAN INTERACTION;CHINZ;Work in Progress
325;INTERNATIONAL CONFERENCE ON COMPUTER-HUMAN INTERACTION RESEARCH AND APPLICATIONS;CHIRA;Work in Progress
326;INTERNATIONAL CONFERENCE ON COMPUTERS FOR HANDICAPPED PERSONS;CHP;Work in Progress
327;INTERNATIONAL CONFERENCE ON COMPUTERS HELPING PEOPLE WITH SPECIAL NEEDS;CHPSN;Work in Progress
328;CONFERENCE ON HUMAN SYSTEM INTERACTIONS;CHSI;Work in Progress
329;COMPUTATIONAL INTELLIGENCE;CI;Work in Progress
330;COOPERATIVE INFORMATION AGENTS;CIA;Work in Progress
331;INTERNATIONAL CONFERENCE ON IMPLEMENTATION AND APPLICATION OF AUTOMATA;CIAA;Work in Progress
332;INTERNATIONAL CONFERENCE ON ALGORITHMS AND COMPLEXITY;CIAC;Work in Progress
333;IBEROAMERICAN CONGRESS ON PATTERN RECOGNITION;CIARP;Work in Progress
334;IEEE SYMPOSIUM ON COMPUTATIONAL INTELLIGENCE IN BIOINFORMATICS AND COMPUTATIONAL BIOLOGY;CIBCB;Work in Progress
335;INTERNATIONAL CONFERENCE ON COMMUNICATIONS IN COMPUTING;CIC;Work in Progress
336;CUSTOM INTEGRATED CIRCUITS CONFERENCE;CICC;B
337;CONFERENCE ON INTELLIGENT TEXT PROCESSING AND COMPUTATIONAL LINGUISTICS;CICLING;B-
338;CONFERENCE ON INTELLIGENT COMPUTER MATHEMATICS;CICM;Work in Progress
339;INTERNATIONAL CONFERENCE ON COMPUTATIONAL INTELLIGENCE AND COMMUNICATION NETWORKS;CICN;Work in Progress
340;COMPUTATIONAL INTELLIGENCE, COMMUNICATION SYSTEMS AND NETWORKS;CICSYN;Work in Progress
341;IEEE SYMPOSIUM ON COMPUTATIONAL INTELLIGENCE AND DATA MINING;CIDM;Work in Progress
342;CONFERENCE ON INNOVATIVE DATA SYSTEMS RESEARCH;CIDR;A
343;COMPUTABILITY IN EUROPE CONFERENCE;CIE;B-
344;INTERNATIONAL POWER ELECTRONICS CONGRESS;CIEP;Work in Progress
345;COMPUTATIONAL INTELLIGENCE AND GAMES;CIG;B
346;ACM INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT;CIKM;A+
347;INTERNATIONAL WORKSHOP ON COMBINATIONS OF INTELLIGENT METHODS AND APPLICATIONS;CIMA;Work in Progress
348;COMPUTATIONAL INTELLIGENCE FOR MODELLING, CONTROL AND AUTOMATION;CIMCA;Work in Progress
349;INTERNATIONAL CONFERENCE ON COMPUTATIONAL INTELLIGENCE FOR MEASUREMENT SYSTEMS AND APPLICATIONS;CIMSA;Work in Progress
350;INTERNATIONAL CONFERENCE ON COMPUTATIONAL INTELLIGENCE, MODELLING AND SIMULATION;CIMSIM;Work in Progress
351;COMPUTING IN CARDIOLOGY CONFERENCE;CINC;Work in Progress
352;INTERNATIONAL CONFERENCE ON CRITICAL INFRASTRUCTURE PROTECTION;CIP;Work in Progress
353;COMPUTATIONAL INTELLIGENCE IN ROBOTICS AND AUTOMATION;CIRA;Work in Progress
354;INTERNATIONAL CONFERENCE ON COMPUTATIONAL INTELLIGENCE AND SECURITY;CIS;B-
355;COMPUTER INFORMATION SYSTEMS AND INDUSTRIAL MANAGEMENT APPLICATIONS;CISIM;Work in Progress
356;COMPLEX, INTELLIGENT AND SOFTWARE INTENSIVE SYSTEMS;CISIS;Work in Progress
357;INTERNATIONAL CONGRESS ON IMAGE AND SIGNAL PROCESSING;CISP;Work in Progress
358;CONFERENCE ON INFORMATION SCIENCES AND SYSTEMS;CISS;Work in Progress
359;IBERIAN CONFERENCE ON INFORMATION SYSTEMS AND TECHNOLOGIES;CISTI;Work in Progress
360;IEEE SYMPOSIUM ON COMPUTATIONAL INTELLIGENCE IN SCHEDULING;CISCHED;Work in Progress
361;COMPUTER AND INFORMATION TECHNOLOGY;CIT;B-
362;INTERNATIONAL CONFERENCE ON IT IN ASIA;CITA;Work in Progress
363;CONFERENCE ON IMAGE AND VIDEO RETRIEVAL;CIVR;A-
364;CONCEPT LATTICES AND THEIR APPLICATIONS;CLA;Work in Progress
365;CROSS LANGUAGE EVALUATION FORUM WORKSHOP;CLEF;B
366;CONFERENCIA LATINOAMERICANA DE INFORMÁTICA;CLEI;Work in Progress
367;CONFERENCE ON LASERS AND ELECTRO-OPTICS;CLEO;Work in Progress
368;LATIN AMERICAN CONFERENCE ON HUMAN-COMPUTER INTERACTION;CLIHC;Work in Progress
369;INTERNATIONAL WORKSHOP ON COMPUTATIONAL LOGIC IN MULTI-AGENT SYSTEMS;CLIMA;Work in Progress
370;COMPUTATIONAL LINGUISTICS IN THE NETHERLANDS;CLIN;Work in Progress
371;WORKSHOP ON CROSS-LANGUAGE INFORMATION PROCESSING;CLIP;Work in Progress
372;INTERNATIONAL CONFERENCE ON CLOUD COMPUTING AND SERVICES SCIENCE;CLOSER;Work in Progress
373;IEEE INTERNATIONAL CONFERENCE ON CLOUD COMPUTING;CLOUD;A-
374;IEEE INTERNATIONAL CONFERENCE ON CLOUD COMPUTING TECHNOLOGY AND SCIENCE;CLOUDCOM;B
375;INTERNATIONAL CONFERENCE ON LOGIC PROGRAMMING;ICLP;Not Rated (now published as journal)
376;CLUSTER COMPUTING CONFERENCE;CLUSTER;A
377;COMMUNICATIONS AND MOBILE COMPUTING;CMC;Work in Progress
378;CONFERENCE ON MULTIMEDIA COMPUTING AND NETWORKING;CMCN;Work in Progress
379;INTERNATIONAL CONFERENCE ON CONDITION MONITORING AND DIAGNOSIS;CMD;Work in Progress
380;IEEE/ICME INTERNATIONAL CONFERENCE ON COMPLEX MEDICAL ENGINEERING;CME;Work in Progress
381;INTERNATIONAL SYMPOSIUM ON COMPUTER MUSIC MODELING AND RETRIEVAL;CMMR;Work in Progress
382;CONGRESS ON MODELLING AND SIMULATION;CMS;Work in Progress
383;COMPUTATIONAL METHODS IN SYSTEMS BIOLOGY;CMSB;Work in Progress
384;INTERNATIONAL SCIENCE CONFERENCE ON COMPUTER NETWORKS;CN;Work in Progress
385;COMMUNICATIONS AND NETWORKING SYMPOSIUM;CNS;Work in Progress
386;CONFERENCE ON NETWORK AND SERVICE MANAGEMENT;CNSM;B-
387;CONFERENCE ON COMMUNICATION NETWORKS AND SERVICES RESEARCH;CNSR;Work in Progress
388;CONFERENCE ON COMBINATORIAL OPTIMIZATION AND APPLICATIONS;COCOA;Work in Progress
389;COMPUTING AND COMBINATORICS CONFERENCE;COCOON;Work in Progress
390;CONFERENCE ON ORGANIZATIONAL COMPUTING SYSTEMS;COCS;Work in Progress
391;CONFERENCE ON DATA AND APPLICATION SECURITY AND PRIVACY;CODASPY;Work in Progress
392;INTERNATIONAL CONFERENCE ON HARDWARE/SOFTWARE CODESIGN AND SYSTEM SYNTHESIS;CODES+ISSS;B
393;CONFERENCE ON GAMES (WAS COMPUTATIONAL INTELLIGENCE AND GAMES CIG);COG;Work in Progress
394;IEEE INTERNATIONAL CONFERENCE ON COGNITIVE INFOCOMMUNICATIONS;COGINFOCOM;Work in Progress
395;INTERNATIONAL WORKSHOP ON COORDINATION, ORGANIZATIONS, INSTITUTIONS, NORMS AND ETHICS FOR GOVERNANCE OF MULTI-AGENT SYSTEMS (ETHICS ADDED 2020);COIN;Work in Progress
396;INTERNATIONAL CONFERENCE ON COMPUTATIONAL LINGUISTICS;COLING;A
397;COLLABORATIVE COMPUTING;COLLABORATECOM;Work in Progress
398;CONFERENCE ON LEARNING THEORY;COLT;A+
399;INTERNATIONAL CONFERENCE ON MANAGEMENT OF DATA;COMAD;Work in Progress
400;COMPUTATIONAL MODELS OF ARGUMENT;COMMA;Work in Progress
401;WORKSHOP ON CONTROL AND MODELING FOR POWER ELECTRONICS;COMPEL;Work in Progress
402;ANNUAL EUROPEAN COMPUTER CONFERENCE;COMPEURO;Work in Progress
403;INTERNATIONAL CONFERENCE ON COMPLEXITY, FUTURE INFORMATION SYSTEMS AND RISK;COMPLEXIS;Work in Progress
404;INTERNATIONAL SYMPOSIUM ON COMPUTATIONAL LIFE SCIENCE;COMPLIFE;Work in Progress
405;ANNUAL INTERNATIONAL COMPUTER SOFTWARE AND APPLICATIONS CONFERENCE;COMPSAC;B
406;COMPUTER SYSTEMS AND TECHNOLOGIES;COMPSYSTECH;Work in Progress
407;COMMUNICATION SYSTEMS AND NETWORKS;COMSNETS;Work in Progress
408;COMMUNICATION SYSTEM SOFTWARE AND MIDDLEWARE;COMSWARE;Work in Progress
409;INTERNATIONAL CONFERENCE ON CONCURRENCY THEORY;CONCUR;A
410;ACM INTERNATIONAL CONFERENCE ON EMERGING NETWORKING EXPERIMENTS AND TECHNOLOGIES;CONEXT;A
411;INTERNATIONAL CONFERENCE ON INFORMATION RESOURCES MANAGEMENT;CONF-IRM;Work in Progress
412;INTERNATIONAL CONFERENCE ON ELECTRONICS, COMMUNICATIONS, AND COMPUTERS;CONIELECOMP;Work in Progress
413;CONFERENCE ON COMPUTATIONAL NATURAL LANGUAGE LEARNING;CONLL;A
414;JOINT INTERNATIONAL CONFERENCE ON VECTOR AND PARALLEL PROCESSING: PARALLEL PROCESSING;CONPAR - VAPP;Work in Progress
415;INTERNATIONAL AND INTERDISCIPLINARY CONFERENCE ON MODELLING AND USING CONTEXT;CONTEXT;Work in Progress
416;UKACC INTERNATIONAL CONFERENCE ON CONTROL;CONTROL;Work in Progress
417;IEEE COOL CHIPS;COOLCHIPS;Work in Progress
418;INTERNATIONAL CONFERENCE ON THE DESIGN OF COOPERATIVE SYSTEMS;COOP;Work in Progress
419;COOPERATIVE INFORMATION SYSTEMS;COOPIS;B
420;INTERNATIONAL CONFERENCE ON COORDINATION MODELS AND LANGUAGES;COORDINATION;Work in Progress
421;USENIX CONFERENCE ON OBJECT-ORIENTED TECHNOLOGIES AND SYSTEMS;COOTS;Work in Progress
422;WORKSHOP ON CONSTRAINT SATISFACTION FOR PLANNING AND SCHEDULING;COPLAS;Work in Progress
423;COMPUTER RECOGNITION SYSTEMS;CORES;Work in Progress
424;INTERNATIONAL WORKSHOP CONSTRUCTIVE SIDE-CHANNEL ANALYSIS AND SECURE DESIGN;COSADE;Work in Progress
425;CONFERENCE ON SPATIAL INFORMATION THEORY;COSIT;A-
426;CONFERENCE ON ONLINE SOCIAL NETWORKS;COSN;Work in Progress
427;INTERNATIONAL CONFERENCE ON PRINCIPLES AND PRACTICE OF CONSTRAINT PROGRAMMING;CP;A
428;INTEGRATION OF AI AND OR TECHNIQUES IN CONSTRAINT PROGRAMMING;CPAIOR;B-
429;CONFERENCE ON PRECISION ELECTROMAGNETIC MEASUREMENTS;CPEM;Work in Progress
430;COMBINATORIAL PATTERN MATCHING;CPM;B
431;CERTIFIED PROGRAMS AND PROOFS;CPP;Work in Progress
432;ACM SIGCPR/SIGMIS CONFERENCE ON COMPUTER PERSONNEL RESEARCH;CPR;Work in Progress
433;CONFERENCE FOR PROTECTIVE RELAY ENGINEERS;CPRE;Work in Progress
434;INTERNATIONAL CONFERENCE ON COMPUTER RESEARCH AND DEVELOPMENT;CRD;Work in Progress
435;CRITICAL INFORMATION INFRASTRUCTURES SECURITY;CRITIS;Work in Progress
436;INTERNATIONAL WORKSHOP ON GROUPWARE;CRIWG;Work in Progress
437;INTERNATIONAL CONFERENCE ON COGNITIVE RADIO ORIENTED WIRELESS NETWORKS AND COMMUNICATIONS;CROWNC;B
438;CANADIAN CONFERENCE ON COMPUTER AND ROBOT VISION;CRV;Work in Progress
439;ADVANCES IN CRYPTOLOGY;CRYPTO;A++
440;INTERNATIONAL CONFERENCE ON RISKS AND SECURITY OF INTERNET AND SYSTEMS;CRISIS;Work in Progress
441;IEEE INTERNATIONAL CONFERENCE ON COMPUTER SCIENCE AND AUTOMATION ENGINEERING;CSAE;Work in Progress
442;COMPUTATIONAL SYSTEMS BIOINFORMATICS;CSB;Not Rated (discontinued event)
443;INTERNATIONAL CONFERENCE ON COMPUTER SCIENCES AND CONVERGENCE INFORMATION TECHNOLOGY;CSCIT;Work in Progress
444;COMPUTER SUPPORTED COLLABORATIVE LEARNING;CSCL;A-
445;INTERNATIONAL CONFERENCE ON CYBER SECURITY AND CLOUD COMPUTING;CSCLOUD;Work in Progress
446;IEEE CONFERENCE ON STANDARDS FOR COMMUNICATIONS AND NETWORKING;CSCN;Work in Progress
447;ACM CONFERENCE ON COMPUTER SUPPORTED COOPERATIVE WORK;CSCW;A+
448;INTERNATIONAL CONFERENCE ON COMPUTER SUPPORTED COOPERATIVE WORK IN DESIGN;CSCWD;B-
449;COMPUTATIONAL SCIENCE AND ENGINEERING;CSE;B-
450;INTERNATION CONFERENCE ON COMPUTER SUPPORTED EDUCATION;CSEDU;Work in Progress
451;CONFERENCE ON SOFTWARE ENGINEERING EDUCATION AND TRAINING;CSEE&T;Work in Progress
452;IEEE COMPUTER SECURITY FOUNDATIONS SYMPOSIUM;CSF;A
453;IEEE COMPUTER SECURITY FOUNDATIONS WORKSHOP;CSFW;Work in Progress
454;IEEE COMPUTER SOCIETY INTERNATIONAL CONFERENCE;CSIC;Work in Progress
455;INTERNATIONAL CSI COMPUTER CONFERENCE;CSICC;Work in Progress
456;COMPOUND SEMICONDUCTOR INTEGRATED CIRCUIT SYMPOSIUM;CSICS;Work in Progress
457;COMPUTER SCIENCE AND INFORMATION ENGINEERING;CSIE;Work in Progress
458;CYBER SECURITY AND INFORMATION INTELLIGENCE RESEARCH WORKSHOP;CSIIRW;Work in Progress
459;COMPUTER SCIENCES AND INFORMATION TECHNOLOGIES;CSIT;Work in Progress
460;ANNUAL CONFERENCE ON COMPUTER SCIENCE LOGIC;CSL;B
461;CONFERENCE ON SOFTWARE MAINTENANCE AND REENGINEERING;CSMR;Not Rated (discontinued event)
462;IEEE INTERNATIONAL CONFERENCE ON COMMUNICATION SOFTWARE AND NETWORKS;CSN;Work in Progress
463;COMMUNICATION SYSTEMS NETWORKS AND DIGITAL SIGNAL PROCESSING;CSNDSP;Work in Progress
464;INTERNATIONAL CONFERENCE ON COMMUNICATION SYSTEMS AND NETWORK TECHNOLOGIES;CSNT;Work in Progress
465;COMPUTATIONAL SCIENCES AND OPTIMIZATION;CSO;Work in Progress
466;INTERNATIONAL COLLOQUIUM ON SIGNAL PROCESSING AND ITS APPLICATIONS;CSPA;Work in Progress
467;COMPUTER SCIENCE SYMPOSIUM IN RUSSIA;CSR;Work in Progress
468;COMPUTATIONAL SOCIAL SCIENCE;CSS;Work in Progress
469;COMPUTER SCIENCE AND SOFTWARE ENGINEERING;CSSE;Work in Progress
470;RSA CONFERENCE;RSA;B
471;COLLABORATION TECHNOLOGIES AND SYSTEMS;CTS;Work in Progress
472;COLOGNE-TWENTE WORKSHOP ON GRAPHS AND COMBINATORIAL OPTIMIZATION;CTW;Work in Progress
473;CONFERENCE ON UNIVERSAL USABILITY;CUU;Work in Progress
474;IEEE VGTC CONFERENCE ON VISUALIZATION;CV;Work in Progress
475;COLLABORATIVE VIRTUAL ENVIRONMENTS;CVE;Work in Progress
476;CONFERENCE ON VISUAL MEDIA PRODUCTION;CVMP;Work in Progress
477;IEEE CONFERENCE ON COMPUTER VISION AND PATTERN RECOGNITION;CVPR;A++
478;CYBERWORLDS;CW;Work in Progress
479;IEEE INTERNATIONAL CONFERENCE ON CYBER TECHNOLOGY IN AUTOMATION, CONTROL, AND INTELLIGENT SYSTEMS;CYBER;Work in Progress
480;CYBER-ENABLED DISTRIBUTED COMPUTING AND KNOWLEDGE DISCOVERY;CYBERC;Work in Progress
481;INTERNATIONAL CONFERENCE ON CYBER CONFLICT;CYCON;Work in Progress
482;INTERNATIONAL CONFERENCE ON CONTROL, DECISION AND INFORMATION TECHNOLOGIES;CODIT;Work in Progress
483;IEEE CONFERENCE ON COGNITIVE AND COMPUTATIONAL ASPECTS OF SITUATION MANAGEMENT;COGSIMA;Work in Progress
484;ANNUAL CONFERENCE OF THE COGNITIVE SCIENCE SOCIETY;COGSCI;B
485;DESIGN AUTOMATION CONFERENCE;DAC;A
486;DIGITAL AUDIO EFFECTS CONFERENCE;DAFX;B-
487;DAGM CONFERENCE ON PATTERN RECOGNITION;DAGM-PR;Work in Progress
488;IFIP INTERNATIONAL CONFERENCE ON DISTRIBUTED APPLICATIONS AND INTEROPERABLE SYSTEMS;DAIS;Work in Progress
489;DECLARATIVE AGENT LANGUAGES AND TECHNOLOGIES;DALT;Work in Progress
490;INTERNATIONAL WORKSHOP ON DISCRETE ALGORITHMS AND METHODS FOR MOBILE COMPUTING AND COMMUNICATIONS;DAMMCC;Work in Progress
491;DATA MANAGEMENT ON NEW HARDWARE;DAMON;Work in Progress
492;DARPA INFORMATION SURVIVABILITY CONFERENCE AND EXPOSITION;DARPA-ISCE;Work in Progress
493;DISTRIBUTED AUTONOMOUS ROBOTIC SYSTEMS;DARS;Work in Progress
494;INTERNATIONAL WORKSHOP ON DOCUMENT ANALYSIS SYSTEMS;DAS;B
495;IEEE INTERNATIONAL SYMPOSIUM ON DEPENDABLE, AUTONOMIC AND SECURE COMPUTING;DASC;Work in Progress
496;DATABASE SYSTEMS FOR ADVANCED APPLICATIONS;DASFAA;B
497;INTERNATIONAL CONFERENCE ON DATA SCIENCE, TECHNOLOGY AND APPLICATIONS;DATA;Work in Progress
498;DESIGN, AUTOMATION AND TEST IN EUROPE CONFERENCE;DATE;A
499;DATA WAREHOUSING AND KNOWLEDGE DISCOVERY;DAWAK;B
500;INTERNATIONAL BALTIC CONFERENCE ON DATABASES AND INFORMATION SYSTEMS;DB&IS;Work in Progress
501;DATABASES, INFORMATION SYSTEMS, AND PEER-TO-PEER COMPUTING;DBISP2P;Work in Progress
502;DATABASE PROGRAMMING LANGUAGES;DBPL;B-
503;IFIP WG 11.3 WORKING CONFERENCE ON DATA AND APPLICATIONS SECURITY (ALSO KNOWN AS DBSEC);DBSEC;B-
504;INTERNATIONAL CONFERENCE ON DUBLIN CORE AND METADATA APPLICATIONS;DC;Work in Progress
505;INTERNATIONAL CONFERENCE ON DISTRIBUTED COMPUTING AND ARTIFICIAL INTELLIGENCE;DCAI;Work in Progress
506;DATA COMPRESSION CONFERENCE;DCC;B
507;INTERNATIONAL WORKSHOP ON DEVELOPMENTS IN COMPUTATIONAL MODELS;DCM;Work in Progress
508;DISTRIBUTED COMPUTING IN SENSOR SYSTEMS;DCOSS;B
509;IEEE INTERNATIONAL CARACAS CONFERENCE ON DEVICES, CIRCUITS AND SYSTEMS;DCS;Work in Progress
510;DESIGN AND DIAGNOSTICS OF ELECTRONIC CIRCUITS AND SYSTEMS;DDECS;Work in Progress
511;DISTRIBUTED EVENT-BASED SYSTEMS;DEBS;B-
512;SYMPOSIUM/WORKSHOP ON ELECTRONIC DESIGN, TEST AND APPLICATIONS;DELTA;Work in Progress
513;IEEE INTERNATIONAL SYMPOSIUM ON DIAGNOSTICS FOR ELECTRIC MACHINES, POWER ELECTRONICS AND DRIVES;DEMPED;Work in Progress
514;DEONTIC LOGIC IN COMPUTER SCIENCE;DEON;Work in Progress
515;INTERNATIONAL CONFERENCE ON DEPENDABILITY OF COMPUTER SYSTEMS;DEPCOS;Work in Progress
516;INTERNATIONAL WORKSHOP ON DISCRETE EVENT SYSTEMS;DES;Work in Progress
517;DESIGN SCIENCE RESEARCH IN INFORMATION SYSTEMS AND TECHNOLOGY;DESRIST;Work in Progress
518;IEEE INTERNATIONAL CONFERENCE ON DIGITAL ECOSYSTEMS AND TECHNOLOGIES;DEST;Work in Progress
519;DATABASE AND EXPERT SYSTEMS APPLICATIONS;DEXA;B
520;DIGITAL FORENSIC RESEARCH WORKSHOP;DFRWS;Work in Progress
521;DEFECT AND FAULT TOLERANCE IN VLSI AND NANOTECHNOLOGY SYSTEMS;DFT;B
522;DIGITAL GEOMETRY FOR COMPUTER IMAGERY;DGCI;Work in Progress
523;INTERNATIONAL CONFERENCE ON DIGITAL GOVERNMENT RESEARCH;DGO;Work in Progress
524;INTERNATIONAL CONFERENCE ON DIGITAL HUMAN MODELING;DHM;Work in Progress
525;THE THEORY AND APPLICATION OF DIAGRAMS;DIAGRAMS;Work in Progress
526;IEEE INTERNATIONAL D SYSTEMS INTEGRATION CONFERENCE;DIC;Work in Progress
527;DIGITAL IMAGE COMPUTING TECHNIQUES AND APPLICATIONS;DICTA;Work in Progress
528;INTERNATIONAL CONFERENCE ON DIGITAL INFORMATION AND COMMUNICATION TECHNOLOGY AND ITS APPLICATIONS;DICTAP;Work in Progress
529;DIGITAL GAMES RESEARCH ASSOCIATION CONFERENCE;DIGRA;Work in Progress
530;DATA INTEGRATION IN THE LIFE SCIENCES;DILS;Work in Progress
531;DIGITAL IDENTITY MANAGEMENT;DIM;Work in Progress
532;GI INTERNATIONAL CONFERENCE ON DETECTION OF INTRUSIONS AND MALWARE AND VULNERABILITY ASESSMENT;DIMVA;B
533;INTERNATIONAL CONFERENCE ON DIGITAL IMAGE PROCESSING;DIP;Work in Progress
534;DESIGNING INTERACTIVE SYSTEMS;DIS;A-
535;INTERNATIONAL SYMPOSIUM ON DISTRIBUTED COMPUTING;DISC;B
536;ACM INTERNATIONAL CONFERENCE ON DIGITAL LIBRARIES;DL;Work in Progress
537;DYNAMIC LANGUAGES SYMPOSIUM;DLS;Work in Progress
538;DEVELOPMENTS IN LANGUAGE THEORY;DLT;B-
539;SIAM CONFERENCE ON DISCRETE MATHEMATICS;DM;Work in Progress
540;DISTRIBUTED MEMORY COMPUTING CONFERENCE;DMCC;Work in Progress
541;DISTRIBUTED MULTIMEDIA SYSTEMS;DMS;Work in Progress
542;DATA MANAGEMENT FOR SENSOR NETWORKS;DMSN;Work in Progress
543;INTERNATIONAL WORKSHOP ON DNA-BASED COMPUTERS;DNA COMPUTING;Work in Progress
544;DNA COMPUTING AND MOLECULAR PROGRAMMING;DNA;B-
545;DATABASES IN NETWORKED INFORMATION SYSTEMS;DNIS;Work in Progress
546;ACM SYMPOSIUM ON DOCUMENT ENGINEERING;DOCENG;B-
547;INTERNATIONAL WORKSHOP ON DATA WAREHOUSING AND OLAP;DOLAP;A-
548;INTERNATIONAL CONFERENCE ON DEDUCTIVE AND OBJECT-ORIENTED DATABASES;DOOD;Not Rated (discontinued event)
549;DESIGNING PLEASURABLE PRODUCTS AND INTERFACES;DPPI;Work in Progress
550;DESIGN OF RELIABLE COMMUNICATION NETWORKS;DRCN;Work in Progress
551;ACM DIGITAL RIGHTS MANAGEMENT WORKSHOP;DRM;Not Rated (discontinued event)
552;IEEE INTERNATIONAL CONFERENCE ON ELECTRIC UTILITY DEREGULATION, RESTRUCTURING AND POWER TECHNOLOGIES;DRPT;Work in Progress
553;DOCUMENT RECOGNITION AND RETRIEVAL;DRR;Work in Progress
554;DISCOVERY SCIENCE;DS;Work in Progress
555;DISTRIBUTED SIMULATION AND REAL-TIME APPLICATIONS;DS-RT;Work in Progress
556;IEEE INTERNATIONAL CONFERENCE ON DATA SCIENCE AND ADVANCED ANALYTICS;DSAA;Work in Progress
557;DIGITAL SYSTEMS DESIGN;DSD;Work in Progress
558;CONFERENCE ON DOMAIN-SPECIFIC LANGUAGES;DSL;Work in Progress
559;WORKSHOP ON DOMAIN SPECIFIC MODELLING;DSM;Work in Progress
560;DEPENDABLE SYSTEMS AND NETWORKS;DSN;A
561;DISTRIBUTED SYSTEMS: OPERATIONS AND MANAGEMENT;DSOM;Work in Progress
